	cdate	content	ddate	forum	id	invitation	nonreaders	number	original	readers	replyto	signatures	tcdate	tddate	tmdate	writers
839	1547102768857	{'title': 'Review', 'review': 'The paper tries to identify and classify the background/commonsense knowledge required to answer the questions from the Winograd Schema Challenge (WSC). It also proposes a deterministic algorithm for answering WSC problems based on the representation chosen for the statement and knowledge. For background, the WSC contains statements such as “The man could not lift his son because he was so weak.” with the question being to resolve the pronoun to its correct reference. Correctly resolving the pronoun requires world knowledge; to resolve ‘he’ in the example above, one needs to know that if a person is weak they might not be able to lift something. Wrongly resolving the pronoun to the son in the example would entail that things that are weak cannot be lifted. \n\nThe paper uses the representation produced by the K-parser [Sharma et al. 2015] to represent the input statement, which parses the statement into a directed acyclic graph which action (verbs), entity (nouns), property (adjectives), etc. nodes. Based on this representation, the paper identifies 12 different categories of knowledge required to solve the WSC problems. For example, A knowledge category is “Property prevents Action” whose instantiation is weak person ‘prevents’ person lifts. Apart from similar categories to these, correlation amongst actions and properties is needed, and knowing whether a statement is more likely than another statement. \nThe paper proposes a deterministic algorithm to answer WSC problems by using the K-parser representation and the required knowledge. \n\nOf the 12 different categories of knowledge required identified in the paper, the proposed method can only handle 10 of those. It cannot handle problems that require knowing when a statement is more likely than another statement, or when a problem requires multiple different kinds of knowledge. Another limitation of the proposed approach is, of the 10 types that can be handled, all of them require knowledge in similar propositional form, ‘sentence1 predicate sentence2’. For example, ‘action causes property’, ‘action1 follows action2’. These limitations seem prohibitive. Empirically the paper finds that only 69% of the problems in the Definite Pronoun Resolution (DPR) Dataset can be solved if only the top categories of knowledge are used. It would have been useful if other question-answering datasets, or coreference resolution datasets are analyzed together to form a comprehensive categorization of required knowledge to improve coverage across problems and datasets.\n\nAnother major limitation of the proposed approach is the semantic representation used (K-parser). The semantic representation produced by the K-parser is not error-free and requires identifying non-trivial semantic relations. For example, identifying ‘weak’ is a ‘trait’ of ‘he’. The limitations of the closed class of semantic relations used is not discussed in the paper. Empirically, 18% of the problems solvable in the DPR are incorrectly answered due to parser errors. This number is worrying to use this representation for a large-scale purpose.\n', 'rating': '4: Ok but not good enough - rejection', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}		r1gyNZ9Tam	rJeKV9DNMV	AKBC.ws/2019/Conference/-/Paper43/Official_Review	['AKBC.ws/2019/Conference/Paper43/Reviewers/Unsubmitted']	3		['everyone']	r1gyNZ9Tam	['AKBC.ws/2019/Conference/Paper43/AnonReviewer2']	1547102768857		1547662967348	['AKBC.ws/2019/Conference']
840	1547071984867	"{'title': 'This title examines the types of knowledge that are required by a system to solve the Winograd Schema Challenge. It classifies the knowledge patterns needed into 12 knowledge types. It proposes an algorithm to leverage this knowledge for inference and proposes a first approach to extract such knowledge from a corpus.', 'review': 'This title examines the types of knowledge that are required by a system to solve the Winograd Schema Challenge. It classifies the knowledge patterns needed into 12 knowledge types. It proposes an algorithm to leverage this knowledge for inference and proposes a first approach to extract such knowledge from a corpus.\n\nThe approach is interesting and I certainly welcome this type of work a lot as it sheds light on how knowledge-agnostic machine reading approaches can be when solving complex reading tasks. I value the effort done by the authors to work through the examples of the Winograd challenge and systematize the needed knowledge into 12 knowledge types. This is an important contribution. The knowledge in these patterns is represented as a (dependency) graph, relying on the same representation used for representing the sentence and question.\n\nIt is also good to see an algorithm proposed to ingest these knowledge pieces to determine the answer to a problem from the Winograd challenge. The algorithm essentially merges a dependency / graph representation of a sentence and question with the background knowledge in the form of patterns and performs a number of merging operations until the question pronoun in the question is resolved to some entity in the text. The answer retrieval is implemented using Answer Set Programming. \nK-Parser is used to translate natural language text into graphical representations.\n\nThe evaluation shows that the 12 knowledge types can ""cover"" all examples from the Winograd challenge and 82% in the DPR dataset. It is unclear to me here if the authors really mean here that their algorithm found the correct solution in 100% of the cases for the Winograd dataset given the hard-coded knowledge.\n\nWhile the main focus of the paper is not on automatically inducing the knowledge in question, they perform a small experiment testing in how many cases they find sentences containing the knowledge in a larger corpus. They success to find relevant sentences in 100 out of 161 problems for the Winograd dataset; this is a promising result.\n\nWhat I found quite cumbersome and in need for improvement is the description of the ""reasoning algorithm"" that essentially merges representation. The procedure as it is describe looks a bit adhoc. I was wondering if the authors instead could describe the underlying principles that are applied for merging. As it stands, the procedure is hard to trace and to understand. \n\nOverall, this is an interesting paper sheding light on types of knowledge that could play a role in more challenging machine reading tasks.\n', 'rating': '6: Marginally above acceptance threshold', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		r1gyNZ9Tam	ryxFxMlEGE	AKBC.ws/2019/Conference/-/Paper43/Official_Review	['AKBC.ws/2019/Conference/Paper43/Reviewers/Unsubmitted']	2		['everyone']	r1gyNZ9Tam	['AKBC.ws/2019/Conference/Paper43/AnonReviewer3']	1547071984867		1547662967093	['AKBC.ws/2019/Conference']
841	1547069302372	"{'title': 'Detailed analysis of the WSC task but limited application to other tasks', 'review': ""This paper aims to do a deep analysis of Winograd Schema Challenge and solve them by categorized different kind of knowledge needed to answer the questions.  A semantic graph-based approach is proposed for 10/12 types of questions in WSC. By using manually extracted knowledge, the proposed approach has really good performance on the WSC data.  The paper is well written and easy to follow. The definitions are clear and the result analysis further confirmed the proposed approach's performance gain.\n\nOne concern is the current work as the author mentioned, is still using manually extracted knowledge which makes the model super hard to scale, even the paper experiments are performing on the limited subset of the WSC data. How to further extend the current analysis of WSC to other tasks remains unclear too. It would be good if the authors could add those.\n\nA few minor points, \n\n1) The last column of Table 1 is named as # prob-lems, is that the number problems fall into this category? Might need a short caption on that. \n3) In section 4.3.2, the authors mentioned step 1, 2, 3 of the knowledge extraction pipeline. But it's not clearly defined anywhere before. It would be nice to add those details."", 'rating': '7: Good paper, accept', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		r1gyNZ9Tam	r1lRdvJ4M4	AKBC.ws/2019/Conference/-/Paper43/Official_Review	['AKBC.ws/2019/Conference/Paper43/Reviewers/Unsubmitted']	1		['everyone']	r1gyNZ9Tam	['AKBC.ws/2019/Conference/Paper43/AnonReviewer1']	1547069302372		1547662966870	['AKBC.ws/2019/Conference']
842	1547072807184	"{'title': 'Mermaid integrates multiple existing techniques to achieve commercial viability in KB construction', 'review': 'The paper descibes a system that integrates existing or slightly modified techiques for entity identification and web-scale knowledge mining to create JKB, a ""Knowledge Graph"" like resource for Japanese content.\n\nAlthough the techniques used are not particularly novel, the description of how they can be integrated and adapted to reach commercial quality, and of when human curation of the results is and is not needed, will be helpful to others producing entity-property bases in the future.\n\nA particular barier to more general application lies in the use of path-based information extraction, which is likely to be effective only for a relatively small class of entity types. That the system is limited in this respect is also reflected in the manual construction of the type mappings.\n\nThere are numerous small grammar and usage errors, although the general expostion is clear and helpful.\nIt might be advisable to chose an illustrative example that does not require the inclusion of illustrations of partially naked (cartoon) humans.', 'rating': '6: Marginally above acceptance threshold', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		SJxfV-q6Tm	B1gy4BgNfN	AKBC.ws/2019/Conference/-/Paper44/Official_Review	['AKBC.ws/2019/Conference/Paper44/Reviewers/Unsubmitted']	2		['everyone']	SJxfV-q6Tm	['AKBC.ws/2019/Conference/Paper44/AnonReviewer3']	1547072807184		1547662966650	['AKBC.ws/2019/Conference']
843	1546706278792	{'title': 'Subtle evaluation results', 'review': 'The authors describe an information extraction system architecture. The Related Work section is missing. The evaluation procedure is not clear, there is no benchmark dataset and experiments are not reproducible.', 'rating': '2: Strong rejection', 'confidence': '5: The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature'}		SJxfV-q6Tm	S1lJ_aIRb4	AKBC.ws/2019/Conference/-/Paper44/Official_Review	['AKBC.ws/2019/Conference/Paper44/Reviewers/Unsubmitted']	1		['everyone']	SJxfV-q6Tm	['AKBC.ws/2019/Conference/Paper44/AnonReviewer2']	1546706278792		1547662966433	['AKBC.ws/2019/Conference']
844	1545405495735	"{'title': 'Good paper with two caveats', 'review': ""This paper presents a methodology for automatically annotating texts from Wikipedia with entity spans and types. The intended use is the generation of training sets for NER systems with a type hierarchy going beyond the common four types per, loc, org, misc.\n\nI think this paper is a good fit for AKBC, given that entity recognition and linking systems are an essential part of knowledge-base population. This should be good for interesting discussions.\n\nA big caveat of this paper is that, while the approach discussed by the authors is generally sound, it is very tailored towards Wikipedia texts, and it is unclear how it can be generalized beyond. Since this approach is meant for downstream training of NER systems, these systems will be limited to Wikipedia-style texts. A statement from the authors regarding this limitation would have been nice. Or maybe it's not a limitation at all? If the authors could show that NER systems trained on this Wikipedia-style texts do perform well on, say, scientific texts, that would be already good.\n\nA second issue I see is that Stage III of the algorithm filters out sentences that might have missing entity labels. This makes sense, provided that the discarded sentences are not fundamentally different from the sentences retained in the NER tagger training set. For example, they could be longer on average, or could have more subordinate clauses, or just more entities on average, etc. This is something the authors should look into and should report in their paper. If they find that there are differences, an experiment would be nice that applies an NER tagger trained on the produced data to these sentences and verifies its performance there.\n\nA minor point: The authors claim their approach scales to thousands of entity types, which I find a bit of an overstatement, given that the dataset produced by the authors has <1.5k different types (which is already quite a lot)."", 'rating': '7: Good paper, accept', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		HylHE-9p6m	HyelSNY5gE	AKBC.ws/2019/Conference/-/Paper45/Official_Review	['AKBC.ws/2019/Conference/Paper45/Reviewers/Unsubmitted']	1		['everyone']	HylHE-9p6m	['AKBC.ws/2019/Conference/Paper45/AnonReviewer2']	1545405495735		1547662966203	['AKBC.ws/2019/Conference']
845	1545067901175	"{'title': 'Very interesting problem, presentation can be improved.', 'review': 'This paper proposes the problem of link prediction in open KBs, aims to introduce benchmark datasets, and evaluates baseline methods.\n\nThe problem appears charming and novel, and is an ideal fit for the topics of the AKBC conference. In particular, given the unavoidable information loss when transforming text into fixed-relation triples, keeping KBs open is often desirable - predicting links in such open KBs then is an interesting challenge.\n\nThe paper provides a solid contribution in terms of discussion of related work, 2 benchmark datasets, and the evaluation of several baselines. It is also generally well-written and free of typos.\n\nMy concerns are mainly on three points: 1) I have issues understanding the evaluation methodology, 2) a technical concern about the datasets, and 3) the qualitative evaluation of the results is very brief, limiting insights on whether the datasets and results are useful or not. I believe that addressing 2) and 3) could greatly increase the impact of the paper.\n\n1) Methodology:\n(Disclaimer: I am no expert in embedding models) It is not clear to me how the link prediction is performed technically - can the embeddings in Figure 1 be inverted (from embeddings back to surface text)? As I naively understand classical embedding models, one would take embeddings of subject and predicate, apply a transformation, then output those entities as candidate objects whose embeddings are closest in embedding space to subject+predicate (or more complex transformations). Given the unrestricted nature of open surface forms, I don\'t see how now to ""search"" for embeddings of entities near subject+object. Or are you iteratively testing the distance to the embeddings of all entities of the open KB (but in this way, there would be no way to predict new entities/surface forms as objects)? I would appreciate a clarification/walk-trhough how top-k predictions are computed for a given test triple.\n\n2) The dataset description is a bit unclear, what exactly does each dataset consist of, and what is extracted from it? In some way a set of synonymous entity mentions (paraphrases) is computed? I would suggest to make the components of the datasets more formal (e.g., ""each dataset is a tuple of ...""). Also, treating different mentions as paraphrases appears somewhat in conflict with an argument made on the top of page 7 - that different mentions carry semantically interesting information. I imagine that could also play a role at the prediction stage - if (Senator Obama, worked for Bill Clinton), but ""President Obama"" did not, can this be modelled?\n\n3) The qualitative evaluation of the results is rather unsatisfactory and does not allow me to judge what happens. There are still 2.5 pages of space so that should be easy to address. The only example, professors at Princeton, cannot be intuitively understood (probably not even by people at Princeton). I\'d suggest to add several examples about known topics, e.g., movies by Tarantino, states of the US, Italian dishes, or something similar that allows an intuitive understanding.\nAlso, I would greatly appreciate examples that show which influence variations in subjects or predicates have - are predictions for (Trump, visited, x) different from (President Trump, often visited), (Donald Trump, has been to), and so on. \n\nMinor comments\n - Capitalization of systems please check, e.g., ""WikiPedia"", ""DBPedia"", ""freebase""\n - Notation is a bit cumbersome. Why are there letters i, j, k, additionally head entities, tail entities? Why not intuitive s, p, o? Being in the head of a triple is not a property of an entity, just a role - entities can appear both in the subject and object position, so the distinction between ""head entities"" and ""tail entities"" appears incorrect.\n - last paragraph of Section 2: Add ""and k is a paraphrase of r""\n - ""as representative of such models"" - before 3 categories are introduced, clarify whether this is a representative of all 3 categories?\n - ""an KG"" -> ""a""\n - ""filtered setting"" is unclear to me\n - what is an ""oracle link function""?\n - ""a state of the art model which ..."" - state of the art for which task?\n - ""gold annotation for entity links"" - what are ""entity links""?', 'rating': '7: Good paper, accept', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}"		HJl_NZ5T67	HJxSY6ISgE	AKBC.ws/2019/Conference/-/Paper46/Official_Review	['AKBC.ws/2019/Conference/Paper46/Reviewers/Unsubmitted']	1		['everyone']	HJl_NZ5T67	['AKBC.ws/2019/Conference/Paper46/AnonReviewer2']	1545067901175		1547662965984	['AKBC.ws/2019/Conference']
846	1546979154717	"{'title': 'Interesting problem, but challenging to learn something new from this paper', 'review': 'This paper investigates Open Link Prediction - the tasks consists in, given the surface forms of a source entity and an open relation, predict the surface form of the target entity using a set of Open Information Extraction (OIE) triples. Authors introduce the task, propose a set of baselines (mainly inspired to the link prediction literature), a dataset, and an evaluation protocol (also inspired from the same literature). This problem is very related to e.g. language modelling, but nothing is mentioned about it in the paper. Indeed the main contribution in this paper seems to be the dataset, but authors do not really provide any assessment on its quality, nor make it available for inspection (they only mention some overlap between train and test data).\n\nTypos:\n- abstract: ""sucessfully""\n- pg. 2: ""predifined set of entites""\n- pg. 2: ""extremly""\n- pg. 3: ""entites""\n- pg. 5: ""entitites""\n- pg. 7: ""correponds to a continous""', 'rating': '5: Marginally below acceptance threshold', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}"		HJl_NZ5T67	rJeiIPKzMN	AKBC.ws/2019/Conference/-/Paper46/Official_Review	['AKBC.ws/2019/Conference/Paper46/Reviewers/Unsubmitted']	2		['everyone']	HJl_NZ5T67	['AKBC.ws/2019/Conference/Paper46/AnonReviewer3']	1546979154717		1547662965725	['AKBC.ws/2019/Conference']
847	1546713184371	"{'title': 'Strong results reported but very confusing description', 'review': ""This paper proposes an event extraction approach based using generative adversarial imitation learning. The results on TAC dataset are very strong, in most cases improving on the state of the art. However, the positioning of the proposed approach with respect to the literature and the description of the algorithm is rather confusing, thus it is difficult to assess the novelty and contributions made. Here are a few points for the authors to consider in revising their work:\n\n- generative adversartial imitation learning is a framework proposed by Ho and Ermon, as cited. They propose an algorithm to optimize the objective defined using trust region policy optimization, however the approach proposed  in this paper does not follow that algorithm. Is there a reason for this? Assuming the approach was named as it followed the work of Ho and Ermon, it would make sense to explain and justify the deviations from it. GAIL in the original paper does not assume access to an expert for supervision, but the algorithm proposed here does, so there are substantial differences.\n\n- the approach proposed is also referred to in the title as end to end. However, there are two separate training steps: one with Q learning for trigger extraction and one for argument detection trained with policy gradient.\n\n- in GAN training, the generator creates datapoints and the discriminator classifies them. However here we have a classifier (a set of them to be precise) that predict the labels for entities and triggers and the arguments, and an extractor that assigns rewards, a regressor. I think this is much more similar to the actor-critic approaches, see here for example: https://arxiv.org/abs/1607.07086\n\n- the argument prediction is modeled as independent classification steps. What's the reason to use an RL algorithm such as policy gradient? Cost sensitive classification is well studied, see: https://cling.csd.uwo.ca/papers/cost_sensitive.pdf and the motivation is often to address class imbalance\n\n- for the entity and trigger tagging, the natural baseline is to apply CRF-biLSTM style approaches, e.g. : https://www.aclweb.org/anthology/N16-1030\nIt takes into account context from the whole sentence as well as the actions themselves. As far as I understand the paper proposes a different training objective from cross entropy in equation 5, however the loss there is not defined with respect to the gold standard so it hard to follow.\n\nOn the whole, while the results presented are very strong, at the same time I can't understand the approach even though I went through the relevant literature and I consider myself rather familiar with the topic."", 'rating': '4: Ok but not good enough - rejection', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		BJlsVZ966m	HJx_vdORbN	AKBC.ws/2019/Conference/-/Paper47/Official_Review	['AKBC.ws/2019/Conference/Paper47/Reviewers/Unsubmitted']	1		['everyone']	BJlsVZ966m	['AKBC.ws/2019/Conference/Paper47/AnonReviewer3']	1546713184371		1547662965503	['AKBC.ws/2019/Conference']
848	1546874334292	"{'title': 'Slightly flawed idea with confusing descriptions. ', 'review': 'The paper introduces generative adversarial imitation learning (GAIL) for event and argument extraction. A discriminator is trained to distinguish between gold labels and system predicted labels to estimate rewards given to the extractor for its predictions during training. The general idea of the paper is unfortunately flawed as the task of event extraction is not a suitable setup for GAIL, at least how the paper presents it. Please find detailed comments in the following. Furthermore, the writing is quite confusing and it is hard to follow especially the methods section. The results are surprisingly good, however, the paper lacks theoretical justification for why this is the case. Finally, a proper baseline is missing, that is using the same model with standard supervised learning and teacher forcing. Therefore, I cannot recommend this paper for acceptance. \n\n==Concerning RL==\nI have trouble with how the paper presents the used techniques. This is not a classical RL setup and I am not sure that using Q-Learning for sequence labeling is all that useful if not compared to the standard way of doing things which is to use the gold labels during training as input to the unidirecitonal LSTM and train using cross-entropy (teacher forcing). Argument role prediction is also not really an RL problem. Calling this policy gradient is confusing because in RL there is usually no direct supervision over the policy but only a reward the comes from an environment. The formulation here is thus very artificial.\n\n==Concerning GAIL==\nI like the idea of having dynamic rewards or losses. However, there is something very strange going on in this setup. If the discriminator can better estimate what a good reward is than the extractor given a state and a label, why can we not use the discriminator to predict the correct label in the first place? In fact the extractor will learn exactly the same behaviour as the discriminator which is trained on the actual task as it learns to score gold labels higher than labels predicted by the system, that is, if the system is wrong. This would only make sense if computing D(a,s) for all a is not feasible, ie. the action space is too large. However, it is not too large in this case. I am quite concerned by this but the paper doesn\'t offer any answers as to why the extractor should be better than the discriminator and why such a training should be at all better than normal supervised learning. I believe that this might be due to the ranking loss of D and the way the extractor is used to sample negative examples for ranking. A possible scenario where it makes sense would be if the extractor was trained on unlabeled data. Maybe it also makes sense in case past actions are actually used to compute future states and affect does future actions to discount for the fact that past actions may have caused false future actions. But there is a clear lack of evidence in the paper that this is really the case.\n\nSuggestions:\nIn my opinion the paper needs to tone down the RL part and instead focus on adopting ideas from inverse RL and GAIL to scale standard supervised losses dynamically. This, however, requires a theoretical justification why it should be better than teacher forcing and unscaled cross-entropy loss, which needs to be the baseline.\n\n\nComments and questions:\n\n- notation could be clearer, e.g., v_t_tr v_t_ar, the extra \'t\' is confusing\n- unecessarily complicated notation and description of method\n- many confusing formulations: e.g.: \n-- ""In event extraction task, entity, event and argument role labels yield to a complex structure with variant difficulties.""\n-- ""Equation 12 reveals a scenario of adversary between ground truth and extractor and Generative Adversarial Imitation Learning (GAIL) [Ho and Ermon, 2016], which is based on GAN [Goodfellow et al., 2014], fits such adversarial nature.""\n- why scaling the reward with alpha? Why use sigmoid and not tanh for the reward coming from function D(s,a)?\n- why using 5 and -5 as reward? When you use -0.1 and 0.1 as thresholds for the dynamic reward model, why don\'t you use this as a fixed threshold?\n- how are the ""actions"" used in the future? Are they fed into the uni-directional LSTM at the top of Figure 2? This is not clear from text or image. If actions are not used as additional input, then this is not RL because the actions taken wouldn\'t affect the future states.\n-- If actions are taken into consideration I would like to see a baseline with teacher forcing, where the model is always given the correct label as input during training time in the uni-directional LSTM, the way it is usually done.', 'rating': '3: Clear rejection', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		BJlsVZ966m	Bye81CJbfN	AKBC.ws/2019/Conference/-/Paper47/Official_Review	['AKBC.ws/2019/Conference/Paper47/Reviewers/Unsubmitted']	2		['everyone']	BJlsVZ966m	['AKBC.ws/2019/Conference/Paper47/AnonReviewer1']	1546874334292		1547662965278	['AKBC.ws/2019/Conference']
849	1546980729910	"{'title': ""Interesting paper and model, but I'm wondering if the same can be achieved with something simpler"", 'review': 'In this paper, authors propose a framework for entity and event extraction based on inverse reinforcement learning. The underlying idea in the proposed method is to use the discriminator in a generative adversarial network for estimating the difficulty of an instance, and thus having more meaningful rewards. This is very interesting - one concern I have is whether the same can be achieved with a classic density estimation model, instead of using a GAN (which can be challenging to train for symbolic data).\n\nTypos:\n- pg. 4 ""ebmeddings""\n\n', 'rating': '6: Marginally above acceptance threshold', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}"		BJlsVZ966m	B1efYpFzGE	AKBC.ws/2019/Conference/-/Paper47/Official_Review	['AKBC.ws/2019/Conference/Paper47/Reviewers/Unsubmitted']	3		['everyone']	BJlsVZ966m	['AKBC.ws/2019/Conference/Paper47/AnonReviewer2']	1546980729910		1547662965018	['AKBC.ws/2019/Conference']
850	1546764605350	"{'title': 'easy to follow and includes sufficient references', 'review': 'The survey paper examines the various components of semantic parsing and discusses previous work. The semantic parsing models are categorized into different types according to the supervision forms and the modeling techniques. Overall, the survey is easy to follow and includes sufficient references. The following points can be improved:\n\n* Training a semantic parser involves NL, MR, context, data, model, and learning algorithms. A summarization and examples of popular datasets are helpful.\n* Sec 3.1  Rule based systems can be expanded. The current section is too brief.\n* Sec 2.1 Language for Meaning Representation and Sec 2.2 Grammar should be merged. \n* P9: ""Machine translation techniques"" is not a method instead of `` 5. Alternate forms of supervision""\n* Sec 8 is too brief now. More discussions on future work are welcome.\n\nminor:\n*  Combinatory categorial Grammar ->  Combinatory Categorial Grammar', 'rating': '7: Good paper, accept', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}"		HylaEWcTT7	rJgSB-BJMN	AKBC.ws/2019/Conference/-/Paper48/Official_Review	['AKBC.ws/2019/Conference/Paper48/Reviewers/Unsubmitted']	1		['everyone']	HylaEWcTT7	['AKBC.ws/2019/Conference/Paper48/AnonReviewer3']	1546764605350		1547662964798	['AKBC.ws/2019/Conference']
851	1546984739654	{'title': 'Good survey paper, but no originality', 'review': 'Summary:\nThis paper conducts a thorough survey on semantic parsing, as the title suggested. This paper introduces the formal definition of the semantic parsing, categorized them, describes the development of the system from 1970s to very recent in (fairly) chronological order.\n\nQuality & clarity:\nThe survey is very thorough and self-contained, and the descriptions are all very clear and well-written.\n\nOriginality & significance:\nSince it is the survey paper, it’s hard to say it has originality. \n\nGeneral comment:\nAlthough the survey is very thorough, the paper does not have an original contribution, which conference paper should have.', 'rating': '5: Marginally below acceptance threshold', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}		HylaEWcTT7	r1x2mTqzf4	AKBC.ws/2019/Conference/-/Paper48/Official_Review	['AKBC.ws/2019/Conference/Paper48/Reviewers/Unsubmitted']	2		['everyone']	HylaEWcTT7	['AKBC.ws/2019/Conference/Paper48/AnonReviewer2']	1546984739654		1547662964579	['AKBC.ws/2019/Conference']
852	1547070011417	{'title': 'Concerns about evaluation and strength of model', 'review': 'Summary:\nThe paper proposes a system to identify and correct errors in knowledge graphs. For a given relation in the knowledge graph, the system first finds text that is relevant to either the entities involved or the relation type. It then encodes the text by averaging the pretrained vectors for each token, and concatenates this average with a small set of binary features indicating which portions of the relation are present in the text. This encoding is then passed through a two-layer MLP, and the result of that is passed separately through a sigmoid layer to predict credibility of the relation, and a softmax layer to predict a correction for the relation type.\n\nPros:\n- The system appears to achieve good performance, but the systems used for comparisons don’t seem very strong. The numbers would be more convincing with a stronger baseline.\n\n- The task/approach is somewhat novel. Jointly modeling credibility and corrections on a standalone knowledge graph is new. However, just modeling them jointly doesn’t have much of an improvement over the independent training in the evaluation. It’s not clear to me that the approach is significantly different from a pipeline in which an information retrieval system is used to find relevant sentences which are then passed through an IE system. \n\nConcerns:\n1) Did you consider other approaches for combining the sentences? Given that a single good sentence is sufficient to indicate a relation, and the only requirements for the selected sentences are that they contain a single aspect of the relation, it seems like averaging the sentences potentially just adds noise. This appears to be supported by the “number of sentences” ablation.\n\n2) The negative sampling for wikidata could be improved. Given that the model is based on the provenance, and the provenance is randomly assigned to negative examples, it seems like the negative examples in wikidata will be easy to identify.\n\n3) The model description is not completely clear to me:\n- How are the binary features from different sentences combined?\n- Is the credibility prediction aware of the proposed relation beyond the binary features? As it’s described, the text encoding seems like it would be a very noisy signal given that it might credibly describe a relation different from the proposed one.\n\n4) I would like to see more analysis as to why shared gumbel noise has such a large impact? What kinds of problems does it fix?\n\n5) Given that the model relies pretty heavily on it, I would like to see some analysis of how strong the sentence retrieval/featurization is. Some helpful things to include might be:\n- Statistics of how many sentences are retrieved on average, and some statistics about which features are triggered on them (ie how often do you see a sentence containing both entities and triggering the relation).\n- One baseline that would be helpful would be to run a state-of-the-art IE system on the retrieved sentences (or provided provenance for TAC), and compare the output to the proposed relation.\n\n\nMinor things:\n- It’s not entirely clear to me what the outer product ablation is, or why it’s included given that it doesn’t seem to have any effect.\n- The writing is not very polished. There are a good number of typos, as well as a duplicate discussion paragraph on page 11.\n', 'rating': '4: Ok but not good enough - rejection', 'confidence': '4: The reviewer is confident but not absolutely certain that the evaluation is correct'}		ryleB-56pQ	ryxmHcy4GV	AKBC.ws/2019/Conference/-/Paper49/Official_Review	['AKBC.ws/2019/Conference/Paper49/Reviewers/Unsubmitted']	2		['everyone']	ryleB-56pQ	['AKBC.ws/2019/Conference/Paper49/AnonReviewer2']	1547070011417		1547662964355	['AKBC.ws/2019/Conference']
853	1546782115661	{'title': 'Interesting problem definition, but unclear model description', 'review': 'This paper proposes the problem of identifying whether a fact triple (extracted by a system) is correct or not, and to further repair it so that if possble. A model is proposed based on a multi layer perceptron to perform these two tasks jointly with result reported on two datasets, one from Wikipedia and one from TAC-KBP.\n\nI like the idea of having a system to check the correctness and possibly repair the output of an IE system, and the paper does a good job describing the task and setting the framework in which this can operate.\n\nHowever I found the modeling section troublesome to follow. Here are my concerns:- The equations represent the basic multilayer perceptron, with the graph stating that a sentence is the input, but the text stating that the input is a triple, with a sentence optional. Given that the sentences are important for the task as they provide the source information, it is necessary to detail this explicitly. \n\n-Even less understandable to me was the use of the Gumbel-Softmax trick. There were no equations to describe it, and the justification that it is necessary due to the discrete classification output does not seem appropriate, as training classifiers with back propagation is not a problem. Given the text description is seems to be more like a form of dropout.\n\n- The manual annotation and feature extraction in section 4.1 needs to be explained more fully. Also, were the competing systems, i.e. the LR approach, given the same information?', 'rating': '5: Marginally below acceptance threshold', 'confidence': '3: The reviewer is fairly confident that the evaluation is correct'}		ryleB-56pQ	BJghiSFyGE	AKBC.ws/2019/Conference/-/Paper49/Official_Review	['AKBC.ws/2019/Conference/Paper49/Reviewers/Unsubmitted']	1		['everyone']	ryleB-56pQ	['AKBC.ws/2019/Conference/Paper49/AnonReviewer1']	1546782115661		1547662964099	['AKBC.ws/2019/Conference']
