,A,B,label
10982,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","Lilli-crap, Madeleine Leach, Koray Kavukcuoglu, Thore Graepel, and Demis Hassabis",0
10983,"Firstly, we decompose the mutual information into a differenceof two entropies:3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10984,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10985,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","The MLE
principle is proved to be mathematically equivalent to the IB principle for the multinomial mixture
model for clustering problem when the input distribution X is uniform or has a large sample size
(Slonim & Weiss (2002))",0
10986,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10987,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","The approximate generalized IB objective in turn
presents interesting connections with the MLE principle",0
10988,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10989,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10990,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",The visualization in Figure 4 indicates that PIB models the structured outputspace better and faster (using lesser number of epochs) than SFNN,0
10991,"Firstly, we decompose the mutual information into a differenceof two entropies:3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10992,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)",(1998)) and ResNet (He et al,0
10993,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10994,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10995,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","Speciﬁcally in PIBs, we propose to jointly compressthe network’s intermediate spaces and preserve relevant information simultaneously at all layers ofthe network",0
10996,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","However, our motivation for this stochasticity is that it enables bottleneck sampling giventhe data variables (X, Y )",0
10997,"Firstly, we decompose the mutual information into a differenceof two entropies:I(Zl, Y ) = H(Y ) − H(Y |Zl)","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
10998,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","(1999)); or (2) X, Yand Z are mutually joint Gaussian (Chechik et al",0
10999,"3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it","3.3.1 APPROXIMATE RELEVANCESince the relevance decoder ptrue(yyy|zzzl) (Equation 8) is intractable, we use a variational relevancedecoder pv(yyy|zzzl) to approximate it",1
11000,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11001,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","The afore-mentioned tasks are to evaluate PIBs, as compared to SFNNs, in terms of generalization, learningdynamics, and capability of modeling complicated output structures, respectively",0
11002,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","However, the MLE principle is very generic thatis not specially tailored for neural networks",0
11003,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",This in turn can be interpreted as matching the model distribution pmodelwith the data distribution pD by minimizing their KL divergence to ﬁnd the maximum likelihood(point) estimator for θθθ:θθθM L = arg max,0
11004,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Christian Szegedy, Wei Liu, Yangqing Jia, Pierre Sermanet, Scott E",0
11005,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Speciﬁcally in PIBs, we propose to jointly compressthe network’s intermediate spaces and preserve relevant information simultaneously at all layers ofthe network",0
11006,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11007,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",Model C uses the weighted trained in PIB but we report deterministicprediction instead of stochastic prediction for test performance.,0
11008,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","The relevance decoder ptrue(yyy|zzzi), which is uniquelydetermined given the encoder pθθθ(zzzi|xxx) and the joint distribution pD(xxx, yyy), is intractable",0
11009,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11010,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11011,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11012,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","The relevance decoder ptrue(yyy|zzzi), which is uniquelydetermined given the encoder pθθθ(zzzi|xxx) and the joint distribution pD(xxx, yyy), is intractable",0
11013,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11014,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",Theano: A Pythonframework for fast computation of mathematical expressions,0
11015,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","However, the variational approximatedistribution for the code space may be too loose while the actual marginal distribution can be sam-pled easily.Our work, on the other hand, focuses on better exploiting intermediate representations of a neuralnetwork architecture using the IB principle",0
11016,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11017,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11018,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11019,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11020,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",(2016) also uses variational methods to approximate the mutual infor-mation as an attempt to apply the IB principle to neural networks,0
11021,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11022,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11023,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11024,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Thus, a reasonable question is does the MLE principleeffectively and sufﬁciently exploit a neural network’s representative power and is there any betteralternative? As an attempt to address this important question, this work investigates the learning ofDNNs from the information-theoretic perspective.An alternative principle is the Information Bottleneck (IB) framework (Tishby et al",0
11025,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Nitish Srivastava, Geoffrey E",0
11026,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","The mutual information I(Z, X) which measuresthe amount of information that Z contains about X can therefore quantify the quality of the encod-ing p(zzz|xxx)",0
11027,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",A detail of gradient-based training of PIB ispresented in Algorithm 1,0
11028,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",(21)where |Z1| denotes the cardinality of the space of variable Z1,0
11029,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11030,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11031,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11032,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11033,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11034,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11035,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","The MLE
principle is proved to be mathematically equivalent to the IB principle for the multinomial mixture
model for clustering problem when the input distribution X is uniform or has a large sample size
(Slonim & Weiss (2002))",0
11036,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11037,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11038,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","For multi-layered neural networks, each hidden layer Zlis a representation that can also be quantiﬁed in the information plane.In this experiment, we considered an odd-even decision problem in the MNIST dataset in whichthe task is to determine if the digit in an image is odd or even",0
